0,0,0,0,0,0,0,0.004808012,0.019452574,0.038393524,0.048674761,0.044035388,0.027872561,0.013315691,0.002122769,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.000361146,0.003678394,0.00877335,0.017096824,0.028794624,0.030245953,0.018024076,0.00291978,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5.18888E-07,0.000212225,0.000847343,0.00150633,0.002853362,0.003920195,0.003812785,0.001515152,0.000185762,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2.07555E-06,0.003610419,0.016089664,0.030271378,0.041039851,0.043108136,0.034205064,0.018457347,0.003709527,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4.66999E-06,0.00379203,0.016085513,0.029912308,0.036779265,0.035454027,0.025960461,0.013433479,0.002659298,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.45289E-05,0.0035632,0.014344645,0.026763699,0.029210253,0.025322229,0.017260793,0.00692144,0.001121835,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4.1511E-06,0.004489934,0.019614467,0.036470527,0.046753321,0.04074616,0.026958281,0.012272208,0.002124844,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.000199772,0.001274388,0.001587796,0.001808323,0.001994604,0.000978622,0.001026359,0.001372976,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5.18888E-07,0.000115193,0.001411893,0.00340494,0.004910751,0.005951121,0.007199564,0.002688356,0.000111561,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5.18888E-07,0.000492424,0.00264944,0.004913865,0.005246472,0.005556766,0.004597343,0.003380552,0.001411893,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.55666E-06,0.002146638,0.011824927,0.020529784,0.026357929,0.025795455,0.022306455,0.011718555,0.002322022,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5.18888E-07,0.000465442,0.002957659,0.005210668,0.006174761,0.006452366,0.005736301,0.003830428,0.000829701,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2.23122E-05,0.003604193,0.007529058,0.006955168,0.005807908,0.005228829,0.006762661,0.005312889,0.001979037,2.07555E-06,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.03778E-06,0.000533416,0.002163761,0.006138439,0.012305936,0.024057181,0.028904628,0.018096721,0.006066314,7.26443E-06,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2.07555E-06,0.001139477,0.002731424,0.004054068,0.005280199,0.006169054,0.005522001,0.003845475,0.001631901,1.14155E-05,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5.18888E-06,0.002573682,0.011437318,0.02336291,0.033651411,0.046498028,0.038616646,0.018321918,0.003775944,2.07555E-05,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2.02366E-05,0.005658468,0.022098381,0.041009755,0.053126816,0.054066521,0.044353985,0.02675384,0.006879929,4.56621E-05,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4.66999E-06,0.001410855,0.006949979,0.018329701,0.029867165,0.0299533,0.02166978,0.010449875,0.003347862,4.82565E-05,0,0,0,0,0,0,0,0
